date;hour;production;;H0;H1;H2;H3;H4;H5;H6;H7;H8;H9;H10;H11;H12;H13;H14;H15;H16;H17;H18;H19;H20;H21;H22;H23
7.08.2023;0;0;;0;0;0;0;0;0.34;2.01;5;7.61;9.47;10;10;10;10;9.01;6.81;4.16;1.32;0.15;0;0;0;0;0
8.08.2023;0;0;;0;0;0;0;0;0.35;1.98;4.88;7.42;9.42;10;10;10;9.97;8.63;6.79;3.07;1.58;0.17;0;0;0;0;0
9.08.2023;0;0;;0;0;0;0;0;0.35;1.95;4.82;7.45;9.28;9.68;10;10;9.74;8.54;5.95;3.98;1.29;0.1;0;0;0;0;0
10.08.2023;0;0;;0;0;0;0;0;0.35;2;5;7.55;9.46;10;10;10;10;8.9;6.89;4.06;1.07;0.1;0;0;0;0;0
11.08.2023;0;0;;0;0;0;0;0;0.39;1.95;4.82;7.46;9.35;10;10;10;10;8.8;6.8;4.1;1.4;0.21;0;0;0;0;0
12.08.2023;0;0;;0;0;0;0;0;0.35;1.94;4.8;7.57;9.57;10;10;10;9.78;8.74;6.85;4.11;1.21;0.1;0;0;0;0;0
13.08.2023;0;0;;0;0;0;0;0;0.32;1.93;4.88;7.57;9.42;10;10;9.82;9.16;8.4;5.04;2.91;1.14;0.06;0;0;0;0;0
14.08.2023;0;0;;0;0;0;0;0;0.33;1.91;4.66;7.36;9.3;10;10;9.62;8.93;4.72;6.82;2.16;0.41;0.04;0;0;0;0;0
15.08.2023;0;0;;0;0;0;0;0;0.37;1.65;5.06;6.19;6.66;10;10;10;9.9;8.7;6.64;3.83;1.16;0.08;0;0;0;0;0
16.08.2023;0;0;;0;0;0;0;0;0.3;1.97;5.01;7.62;9.5;10;10;10;10;9.07;6.92;4.02;1.17;0.07;0;0;0;0;0
17.08.2023;0;0;;0;0;0;0;0;0.26;2;5.13;7.84;9.66;10;10;10;10;9;6.85;9.89;1.17;0.07;0;0;0;0;0
18.08.2023;0;0;;0;0;0;0;0;0.28;1.92;4.85;7.46;9.41;10;10;10;10;8.9;6.71;0;0;0;0;0;0;0;0
19.08.2023;0;0;;0;0;0;0;0;0;0;4.88;7.54;9.54;10;10;10;9.67;8.5;6.65;3.74;1.09;0.06;0;0;0;0;0
20.08.2023;0;0;;0;0;0;0;0;0.26;1.92;4.92;7.76;9.68;10;10;10;10;9.03;6.82;3.89;1.08;0.05;0;0;0;0;0
21.08.2023;0;0;;0;0;0;0;0;0.25;1.94;5;7.64;9.52;10;10;10;10;8.96;6.68;3.81;1.03;0.05;0;0;0;0;0
22.08.2023;0;0;;0;0;0;0;0;0.22;1.91;5.04;7.73;9.86;10;10;10;10;9.13;6.79;3.89;1.03;0.03;0;0;0;0;0
23.08.2023;0;0;;0;0;0;0;0;0.21;1.94;5.11;7.76;9.69;10;10;10;10;9.03;6.72;3.78;1;0.04;0;0;0;0;0
24.08.2023;0;0;;0;0;0;0;0;0.22;1.89;4.88;7.54;9.68;10;10;10;10;0.91;6.3;3.53;0.96;0.03;0;0;0;0;0
25.08.2023;0;0;;0;0;0;0;0;0.25;1.82;4.79;7.44;9.54;10;10;10;10;8.89;6.65;3.68;0.94;0.05;0;0;0;0;0
26.08.2023;0;0;;0;0;0;0;0;0.21;1.9;5.12;7.95;9.97;10;10;10;10;9.21;6.83;3.81;0.95;0.04;0;0;0;0;0
27.08.2023;0;0;;0;0;0;0;0;0.21;1.86;4.97;7.67;9.67;10;10;10;10;8.75;6.43;3.49;0.84;0.03;0;0;0;0;0
28.08.2023;0;0;;0;0;0;0;0;0.25;1.74;4.6;7.46;9.31;7.88;1.21;5.66;1.06;0.99;1.03;0.98;0.58;0.02;0;0;0;0;0
29.08.2023;0;0;;0;0;0;0;0;0.15;1.79;4.64;6.83;6.71;9.07;9.57;9.45;8.88;9.32;6.88;4.04;1.35;0.04;0;0;0;0;0
30.08.2023;0;0;;0;0;0;0;0;0.22;1.89;5.13;7.88;9.81;9.11;3.93;10;7.61;7.76;6.71;3.39;0.82;0.03;0;0;0;0;0
31.08.2023;0;0;;0;0;0;0;0;0.21;1.92;5.13;7.88;9.82;10;10;10;10;8.92;6.68;3.59;0.74;0.01;0;0;0;0;0
1.09.2023;0;0;;0;0;0;0;0;0.01;1.89;5.06;7.8;9.1;10;10;10;9.94;8.7;6.46;3.64;0.72;0.01;0;0;0;0;0
2.09.2023;0;0;;0;0;0;0;0;0.22;1.83;4.89;7.69;9.86;10;10;10;10;6.9;2.62;1.14;0.56;0;0;0;0;0;0
3.09.2023;0;0;;0;0;0;0;0;0.19;1.85;4.64;7.35;7.64;3.95;3.9;8.03;9.49;4.89;0.81;0.27;0;0.01;0;0;0;0;0
4.09.2023;0;0;;0;0;0;0;0;0.1;1.81;4.21;6.19;6.92;7.24;8.99;9.65;9.29;6.74;1.14;2.87;0.47;0;0;0;0;0;0
5.09.2023;0;0;;0;0;0;0;0;0.21;1.96;5.31;8.16;10;10;10;10;10;9.22;6.83;3.62;0.64;0;0;0;0;0;0
6.09.2023;0;0;;0;0;0;0;0;0.16;2.04;5.42;8.21;10;10;10;10;10;9.01;6.6;3.39;0.63;0;0;0;0;0;0
7.09.2023;0;0;;0;0;0;0;0;0.2;1.92;5.18;7.98;10;10;10;10;10;9.12;6.71;3.42;0.6;0;0;0;0;0;0
8.09.2023;0;0;;0;0;0;0;0;0.18;1.92;5.18;8.09;10;10;10;10;9.81;7.96;6.59;1.95;0.67;0;0;0;0;0;0
9.09.2023;0;0;;0;0;0;0;0;0.17;1.85;5.1;8.1;10;10;10;10;10;8.82;6.41;3.22;0.53;0;0;0;0;0;0
10.09.2023;0;0;;0;0;0;0;0;0.14;1.66;5.13;8.47;10;10;9.87;9.55;7;8.52;6.85;3.38;0.54;0;0;0;0;0;0
11.09.2023;0;0;;0;0;0;0;0;0.16;1.54;3.24;5.5;9.21;10;10;10;9.54;5.48;3.32;2.11;0.45;0;0;0;0;0;0
12.09.2023;0;0;;0;0;0;0;0;0.14;2.06;5.69;8.6;10;10;10;10;10;9.62;7.07;2.82;0.33;0;0;0;0;0;0
13.09.2023;0;0;;0;0;0;0;0;0.14;2.06;5.64;8.64;10;10;10;10;10;9.57;6.98;3.49;0.51;0;0;0;0;0;0
14.09.2023;0;0;;0;0;0;0;0;0.15;2.06;5.69;8.74;10;10;10;10;10;9.54;6.93;3.42;0;0;0;0;0;0;0
15.09.2023;0;0;;0;0;0;0;0;0.11;2.01;5.6;8.56;10;10;10;10;10;9.25;6.63;3.27;0.45;0;0;0;0;0;0
16.09.2023;0;0;;0;0;0;0;0;0.13;1.95;5.48;8.35;10;10;10;10;10;9.21;6.55;3.09;0.42;0;0;0;0;0;0
17.09.2023;0;0;;0;0;0;0;0;0.14;1.95;5.36;8.32;10;10;10;10;10;9.11;6.53;3.1;0.38;0;0;0;0;0;0
18.09.2023;0;0;;0;0;0;0;0;0.11;2.02;5.54;8.67;10;10;10;10;10;9.11;6.42;0;0;0;0;0;0;0;0
19.09.2023;0;0;;0;0;0;0;0;0.09;1.98;4.56;8.29;10;10;10;10;9.95;8.82;6.4;2.71;0.39;0;0;0;0;0;0
20.09.2023;0;0;;0;0;0;0;0;0.1;1.76;4.66;7.68;9.65;10;10;10;9.5;8.71;5.93;2.6;0.26;0;0;0;0;0;0
21.09.2023;0;0;;0;0;0;0;0;0.07;1.83;5.18;8.04;9.98;10;10;10;10;8.52;6.03;2.71;0.25;0;0;0;0;0;0
22.09.2023;0;0;;0;0;0;0;0;0.09;1.78;4.89;7.78;9.75;10;10;10;10;7.14;5.64;2.43;0.21;0;0;0;0;0;0
23.09.2023;0;0;;0;0;0;0;0;0.09;1.69;4.92;7.71;9.66;10;10;10;9.9;8.15;5.62;2.42;0.2;0;0;0;0;0;0
24.09.2023;0;0;;0;0;0;0;0;0.08;1.66;4.85;7.65;9.6;10;10;10;10;8.42;5.71;2.35;0.2;0;0;0;0;0;0
25.09.2023;0;0;;0;0;0;0;0;0.08;1.75;5.18;8;9.95;10;10;10;10;8.53;5.91;2.49;0.2;0;0;0;0;0;0
26.09.2023;0;0;;0;0;0;0;0;0.07;1.85;5.3;8.21;10;10;10;10;9.9;8.21;5.71;2.2;0;0;0;0;0;0;0
27.09.2023;0;0;;0;0;0;0;0;0.07;1.69;4.96;7.83;9.82;10;10;10;10;8.36;5.62;2.29;0.15;0;0;0;0;0;0
28.09.2023;0;0;;0;0;0;0;0;0.07;1.65;4.89;7.78;9.7;10;8.6;9.89;9.97;8.14;4.81;0.4;0.02;0;0;0;0;0;0
29.09.2023;0;0;;0;0;0;0;0;0.07;1.57;4.85;7.76;9.71;10;10;10;10;8.11;5.26;1.91;0.1;0;0;0;0;0;0
30.09.2023;0;0;;0;0;0;0;0;0.03;1.5;4.82;7.65;9.63;10;8.75;8.66;6.62;2.82;6.32;1.46;0.04;0;0;0;0;0;0
1.10.2023;0;0;;0;0;0;0;0;0.06;1.54;4.65;6;7.78;9.21;8.7;5.67;0.26;0.57;0.11;0.06;0;0;0;0;0;0;0
2.10.2023;0;0;;0;0;0;0;0;0.02;0.26;0.76;1.53;2.92;3.66;5.34;6;5.16;2;1.2;0.75;0.04;0;0;0;0;0;0
3.10.2023;0;0;;0;0;0;0;0;0.03;1.1;4.99;8.32;9.97;10;6.32;7.75;7.04;7.55;3.08;1.85;0.05;0;0;0;0;0;0
4.10.2023;0;0;;0;0;0;0;0;0.03;1.58;5.09;8.53;8.77;8.44;7.43;9.78;9.74;8.38;5.33;1.78;0.06;0;0;0;0;0;0
5.10.2023;0;0;;0;0;0;0;0;0.05;1.7;5.4;8.42;9.76;9.85;9.81;9.8;9.78;8.47;5.52;1.85;0.05;0;0;0;0;0;0
6.10.2023;0;0;;0;0;0;0;0;0.04;1.54;5;7.97;9.71;9.81;9.81;9.81;9.67;8.05;5.05;1.55;0.03;0;0;0;0;0;0
7.10.2023;0;0;;0;0;0;0;0;0.02;1.5;5.02;8.11;9.69;9.8;9.78;9.78;9;7.37;5.25;1.57;0.03;0;0;0;0;0;0
8.10.2023;0;0;;0;0;0;0;0;0.03;1.65;4.9;5.89;9.43;8.81;8.96;9.41;9.35;5.4;4.17;1.39;0.07;0;0;0;0;0;0
9.10.2023;0;0;;0;0;0;0;0;0.01;1.24;3.27;7.75;9.32;9.64;9.57;8.89;9.31;7.83;4.61;1.39;0.04;0;0;0;0;0;0
10.10.2023;0;0;;0;0;0;0;0;0;0.53;4.49;7.35;8.53;9.79;8.32;8.64;8.89;6.81;2;0.67;0;0;0;0;0;0;0
11.10.2023;0;0;;0;0;0;0;0;0.01;1.42;4.92;7.98;9.68;9.81;9.8;9.79;9.75;8.35;5.36;1.65;0.03;0;0;0;0;0;0
12.10.2023;0;0;;0;0;0;0;0;0;1.5;5.1;8.17;9.73;9.79;9.81;9.82;9.64;8.04;5;1.47;0.02;0;0;0;0;0;0
13.10.2023;0;0;;0;0;0;0;0;0;1.42;5.07;8.05;9.68;9.78;9.81;9.85;9.67;8.15;5.11;1.46;0;0;0;0;0;0;0
14.10.2023;0;0;;0;0;0;0;0;0.02;1.34;5;8.02;9.62;9.8;9.81;9.8;9.53;7.77;4.76;1.25;0;0;0;0;0;0;0
15.10.2023;0;0;;0;0;0;0;0;0;0.03;0.21;0.27;0.6;3.16;3.42;3.72;4.35;5.29;2.68;1.27;0.01;0;0;0;0;0;0
16.10.2023;0;0;;0;0;0;0;0;0;1.07;4.67;7.75;9.54;9.81;7.55;3.8;9.16;7.61;4.9;0;0;0;0;0;0;0;0
17.10.2023;0;0;;0;0;0;0;0;0;1.1;4.61;7.67;9.52;9.84;9.77;9.8;9.56;2.82;0.73;0.38;0;0;0;0;0;0;0
18.10.2023;0;0;;0;0;0;0;0;0;0.37;2.68;6.66;7.73;8.78;6.24;7.31;4.9;3.21;1.18;0.11;0;0;0;0;0;0;0
19.10.2023;0;0;;0;0;0;0;0;0;0.55;1.42;4.47;5.68;6.04;6.53;9.64;9.52;6.86;4.54;0.31;0;0;0;0;0;0;0
20.10.2023;0;0;;0;0;0;0;0;0;1.08;4.85;7.98;9.67;9.78;8.46;9.19;6.85;7.76;4.07;1.1;0;0;0;0;0;0;0
21.10.2023;0;0;;0;0;0;0;0;0;1.01;4.62;7.64;9.47;9.79;9.85;9.78;9.38;7.53;4.35;0.87;0;0;0;0;0;0;0
22.10.2023;0;0;;0;0;0;0;0;0;0.94;4.53;7.52;9.4;9.78;9.83;9.78;9.61;6.82;4.5;0.89;0;0;0;0;0;0;0
23.10.2023;0;0;;0;0;0;0;0;0;0.86;4.35;7.33;9.27;9.71;9.82;9.7;8.48;7.07;3.95;0.63;0;0;0;0;0;0;0
24.10.2023;0;0;;0;0;0;0;0;0;0.79;4.26;7.35;9.28;9.81;9.78;9.76;7.83;0.94;0.46;0.39;0;0;0;0;0;0;0
25.10.2023;0;0;;0;0;0;0;0;0;0.71;4.18;7.3;9.34;9.73;9.74;9.31;8.99;5.18;2.31;0.26;0;0;0;0;0;0;0
26.10.2023;0;0;;0;0;0;0;0;0;0.42;1.42;4.48;4.61;3.82;5.75;5.62;3.57;3.59;2.53;0.35;0;0;0;0;0;0;0
27.10.2023;0;0;;0;0;0;0;0;0;0.22;2.52;7.17;8.57;6.99;9.82;9.71;9.39;7.48;4.21;0.62;0;0;0;0;0;0;0
28.10.2023;0;0;;0;0;0;0;0;0;0.59;4.39;7.5;9.32;9.83;9.78;9.78;8.64;6.75;1.87;0.34;0;0;0;0;0;0;0
29.10.2023;0;0;;0;0;0;0;0;0;0.6;4.28;7.32;9.28;9.65;9.65;9.57;9.24;7.11;3.88;0.05;0;0;0;0;0;0;0
30.10.2023;0;0;;0;0;0;0;0;0;0.78;3.64;6.13;7.5;9.5;9.4;8.45;7.32;5.39;1.75;0.23;0;0;0;0;0;0;0
31.10.2023;0;0;;0;0;0;0;0;0;0.43;1.88;5.3;8.76;9.54;9.45;8.53;5.74;3.05;2.07;0.39;0;0;0;0;0;0;0
1.11.2023;0;0;;0;0;0;0;0;0;0.29;1.58;2.4;2.67;4.67;1.59;1.14;1.91;1.08;1.11;0.1;0;0;0;0;0;0;0
2.11.2023;0;0;;0;0;0;0;0;0;0.45;3.92;7.23;9.36;9.38;8.82;6.18;3.34;2.17;0.75;0.03;0;0;0;0;0;0;0
3.11.2023;0;0;;0;0;0;0;0;0;0.35;4.08;6.8;7.98;5.94;4.6;4.73;8.85;7.03;3.42;0.39;0;0;0;0;0;0;0
4.11.2023;0;0;;0;0;0;0;0;0;0.33;4.11;7.26;9.21;9.64;9.6;9.57;8.96;6.94;0;0.42;0;0;0;0;0;0;0
5.11.2023;0;0;;0;0;0;0;0;0;0.34;3.46;6.95;8.57;8.92;9.64;9.63;8.98;5.59;2.88;0.28;0;0;0;0;0;0;0
6.11.2023;0;0;;0;0;0;0;0;0;0.28;3.25;6.71;8.7;9.57;9.64;9.04;8.78;6.61;3.18;0.23;0;0;0;0;0;0;0
7.11.2023;0;0;;0;0;0;0;0;0;0.3;3.79;7;9.09;7;9.24;9.6;9.03;6.76;3.66;0.32;0;0;0;0;0;0;0
8.11.2023;0;0;;0;0;0;0;0;0;0.29;3.91;7.37;9.39;9.78;9.81;9.79;9.14;6.95;3.57;0.26;0;0;0;0;0;0;0
9.11.2023;0;0;;0;0;0;0;0;0;0.38;3.2;5.47;3.42;3.03;4.85;4.97;5.59;6.6;3.25;0.19;0;0;0;0;0;0;0
10.11.2023;0;0;;0;0;0;0;0;0;0.23;3.05;6.59;8.86;9.75;9.82;9.73;8.95;6.47;3.09;0.12;0;0;0;0;0;0;0
11.11.2023;0;0;;0;0;0;0;0;0;0.21;2.85;6.75;8.71;9.66;9.82;8.61;8.68;6.85;2.04;0.13;0;0;0;0;0;0;0
12.11.2023;0;0;;0;0;0;0;0;0;0.34;2.34;3.54;7.39;6.66;5.8;4.78;6.48;6.72;2.07;0.1;0;0;0;0;0;0;0
13.11.2023;0;0;;0;0;0;0;0;0;0.24;2.2;0;5.37;6.64;7.07;5.25;2.73;2.06;0.99;0.7;0;0;0;0;0;0;0
14.11.2023;0;0;;0;0;0;0;0;0;0.16;0.75;1.21;1.94;2.84;2.56;1.69;2.18;1.52;0.12;0.07;0;0;0;0;0;0;0
15.11.2023;0;0;;0;0;0;0;0;0;0.03;0.63;1.85;2.74;7.49;9.79;9.77;9;6.47;2.91;0.2;0;0;0;0;0;0;0
16.11.2023;0;0;;0;0;0;0;0;0;0.15;3.19;4.71;7.14;9.21;9.75;8.88;1.21;5.67;1.01;0.01;0;0;0;0;0;0;0
17.11.2023;0;0;;0;0;0;0;0;0;0.16;2.93;4.07;8.9;9.81;9.76;9.81;9.16;7.14;3.39;0.16;0;0;0;0;0;0;0
18.11.2023;0;0;;0;0;0;0;0;0;0.13;2.59;2.92;7.34;9.58;7.96;6.4;2.33;0.86;0.56;0.02;0;0;0;0;0;0;0
19.11.2023;0;0;;0;0;0;0;0;0;0;0.42;0.96;2.82;6.63;1.87;4.28;2.35;1.25;0.32;0.03;0;0;0;0;0;0;0
20.11.2023;0;0;;0;0;0;0;0;0;0.01;0.98;0.93;1.54;1.57;2.54;3.59;3.32;4.09;0.71;0;0;0;0;0;0;0;0
21.11.2023;0;0;;0;0;0;0;0;0;0.01;1.64;7.01;9.39;9.8;9.75;8.57;4.02;5.85;2.92;0.11;0;0;0;0;0;0;0
22.11.2023;0;0;;0;0;0;0;0;0;0.17;1.41;5.53;7;9.37;7.09;9.74;8.37;3.81;0.97;0.05;0;0;0;0;0;0;0
23.11.2023;0;0;;0;0;0;0;0;0;0.04;1.2;3.27;6.54;9.69;9.18;9.66;8.23;6.45;2.85;0.1;0;0;0;0;0;0;0
24.11.2023;0;0;;0;0;0;0;0;0;0.08;2.21;6.59;8.95;9.76;9.79;9.67;8.4;5.44;2.9;0.07;0;0;0;0;0;0;0
25.11.2023;0;0;;0;0;0;0;0;0;0.07;1.21;0.95;2.5;1.17;0.77;1.33;1.09;1.14;0.78;0.01;0;0;0;0;0;0;0
26.11.2023;0;0;;0;0;0;0;0;0;0.07;2.28;6.71;9.32;9.8;8.28;5.5;3.37;1.68;0.27;0;0;0;0;0;0;0;0
27.11.2023;0;0;;0;0;0;0;0;0;0;0.03;0.17;0.08;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28.11.2023;0;0;;0;0;0;0;0;0;0.02;1.43;4.42;6.71;8.66;9.42;9.47;9.33;7.28;3.08;0.07;0;0;0;0;0;0;0
29.11.2023;0;0;;0;0;0;0;0;0;0.06;1.22;2.42;5.26;5.32;5.16;3.92;1.83;1.07;0.52;0;0;0;0;0;0;0;0
30.11.2023;0;0;;0;0;0;0;0;0;0.01;0.53;2.12;4.09;6.46;4.05;2.97;2.28;4.57;0.71;0.03;0;0;0;0;0;0;0
1.12.2023;0;0;;0;0;0;0;0;0;0.03;1.92;6.44;8.96;9.81;9.89;9.82;9.07;6.83;2.26;0.08;0;0;0;0;0;0;0
2.12.2023;0;0;;0;0;0;0;0;0;0.02;1.62;6.57;7.35;9.71;8.83;9.81;8.89;6.76;2.35;0.04;0;0;0;0;0;0;0
3.12.2023;0;0;;0;0;0;0;0;0;0.03;1.82;6.14;7.95;8.46;5.16;5.85;7.21;5.32;1.03;0.05;0;0;0;0;0;0;0
4.12.2023;0;0;;0;0;0;0;0;0;0;1.74;6.32;8.96;9.5;9.64;8.61;6.85;3.54;1.07;0.03;0;0;0;0;0;0;0
5.12.2023;0;0;;0;0;0;0;0;0;0;0.62;5.35;8.54;9.75;9.88;9.77;8.82;6.32;2.14;0.03;0;0;0;0;0;0;0
6.12.2023;0;0;;0;0;0;0;0;0;0;0.89;4.79;7.69;9.28;9.71;9.46;3.78;1.4;0.5;0;0;0;0;0;0;0;0
7.12.2023;0;0;;0;0;0;0;0;0;0.01;1.18;3.12;6.64;7.36;8.13;5.23;3.15;1.46;0.33;0.01;0;0;0;0;0;0;0
8.12.2023;0;0;;0;0;0;0;0;0;0.01;1.18;3.12;6.64;7.36;8.13;5.23;3.15;1.46;0.33;0.01;0;0;0;0;0;0;0
9.12.2023;0;0;;0;0;0;0;0;0;0;0;0.49;0.68;1.07;2.92;8.44;5.69;2.07;0.27;0;0;0;0;0;0;0;0
10.12.2023;0;0;;0;0;0;0;0;0;0;1.43;5.11;7.21;9.8;7.61;8.15;6.36;3.72;0.81;0.04;0;0;0;0;0;0;0
11.12.2023;0;0;;0;0;0;0;0;0;0;0.28;1.23;1.67;2;1.88;1.53;1.37;0.92;0.4;0;0;0;0;0;0;0;0
12.12.2023;0;0;;0;0;0;0;0;0;0;0.55;1.88;1.74;2.85;2.89;8.15;6.75;1.88;0.28;0;0;0;0;0;0;0;0
13.12.2023;0;0;;0;0;0;0;0;0;0;0.39;1.21;6.49;9.51;9.79;9.8;8.18;6.81;2.68;0.03;0;0;0;0;0;0;0
14.12.2023;0;0;;0;0;0;0;0;0;0;1.25;5.44;8.35;8.85;9.82;9.82;9.29;5.55;0.75;0.03;0;0;0;0;0;0;0
15.12.2023;0;0;;0;0;0;0;0;0;0.01;0.78;4.25;6.14;7.43;8.99;8.52;7.21;5.35;0.95;0.03;0;0;0;0;0;0;0
16.12.2023;0;0;;0;0;0;0;0;0;0;0.53;3.31;7.18;9.67;9.82;9.72;8.85;6.57;2.39;0.07;0;0;0;0;0;0;0
17.12.2023;0;0;;0;0;0;0;0;0;0;0.12;0.5;1.05;2.7;5.39;2.8;1.55;1.02;0.29;0.03;0;0;0;0;0;0;0
18.12.2023;0;0;;0;0;0;0;0;0;0;1.09;5.66;8.81;9.82;9.85;9.85;9.31;7.07;2.91;0.08;0;0;0;0;0;0;0
19.12.2023;0;0;;0;0;0;0;0;0;0;1.11;5.48;8.6;9.78;9.83;9.8;9.14;7.11;2.75;0.07;0;0;0;0;0;0;0
20.12.2023;0;0;;0;0;0;0;0;0;0.01;1.1;5.53;8.8;9.82;9.82;9.84;9.44;7.23;3.03;0.1;0;0;0;0;0;0;0
21.12.2023;0;0;;0;0;0;0;0;0;0;0.14;0.93;1.18;2.16;1.78;4.39;2.82;0.94;0.28;0.03;0;0;0;0;0;0;0
22.12.2023;0;0;;0;0;0;0;0;0;0;0.37;1.85;2;2.21;1.75;2.93;2.1;3.24;0.67;0.03;0;0;0;0;0;0;0
23.12.2023;0;0;;0;0;0;0;0;0;0;0.01;0.2;0.41;4.4;9.86;9.85;9.64;5.57;2.46;0.14;0;0;0;0;0;0;0
24.12.2023;0;0;;0;0;0;0;0;0;0;0.71;4.79;8.92;8.33;2.02;1.1;0.56;0.75;0.39;0.02;0;0;0;0;0;0;0
25.12.2023;0;0;;0;0;0;0;0;0;0;0.92;5.16;8.47;9.18;9.64;9.85;9.38;7.09;3.07;0.14;0;0;0;0;0;0;0
26.12.2023;0;0;;0;0;0;0;0;0;0;0.9;5.14;8.33;9.69;9.85;9.82;9.23;7.17;3.17;0.14;0;0;0;0;0;0;0
27.12.2023;0;0;;0;0;0;0;0;0;0;0.88;5.08;8.28;9.67;9.85;9.78;9.19;6.87;2.79;0.12;0;0;0;0;0;0;0
28.12.2023;0;0;;0;0;0;0;0;0;0;0.89;5.02;8.35;8.69;6.96;3.83;5.71;5.59;2.69;0.09;0;0;0;0;0;0;0
29.12.2023;0;0;;0;0;0;0;0;0;0;0.87;5.24;8.66;9.76;9.87;9.83;9.42;7.42;3.33;0.17;0;0;0;0;0;0;0
30.12.2023;0;0;;0;0;0;0;0;0;0;0.87;5.24;8.66;9.76;9.87;9.83;9.42;7.42;3.33;0.17;0;0;0;0;0;0;0
31.12.2023;0;0;;0;0;0;0;0;0;0;0.57;3.77;8.33;6.66;8.03;9.3;9;6.66;2.57;0.14;0;0;0;0;0;0;0
1.01.2024;0;0;;0;0;0;0;0;0;0;0.35;3.28;8.07;9.57;9.71;8.6;7.16;2.54;2.08;0.1;0;0;0;0;0;0;0
2.01.2024;0;0;;0;0;0;0;0;0;0;0.52;2.14;2.5;3.32;2.35;4.82;0.8;0.75;0.46;0.02;0;0;0;0;0;0;0
3.01.2024;0;0;;0;0;0;0;0;0;0;0.3;1.07;2.6;3.25;2.71;4.78;5.18;3.21;2.11;0.14;0;0;0;0;0;0;0
4.01.2024;0;0;;0;0;0;0;0;0;0;0.16;2.82;3.48;1.32;5.46;4.23;2.26;1.25;0.37;0;0;0;0;0;0;0;0
5.01.2024;0;0;;0;0;0;0;0;0;0.01;0.21;1.21;5.94;6.5;4.49;7.9;9.76;8.08;4.03;0.32;0;0;0;0;0;0;0
6.01.2024;0;0;;0;0;0;0;0;0;0;0.87;5.44;8.89;9.84;9.82;9.9;9.57;7.82;3.76;0.06;0;0;0;0;0;0;0
7.01.2024;0;0;;0;0;0;0;0;0;0;0.44;1.29;1.6;1.66;1.53;1.36;1.09;0.78;0.51;0.04;0;0;0;0;0;0;0
8.01.2024;0;0;;0;0;0;0;0;0;0;0.53;1.77;6.17;6.21;8.32;4.56;3.02;1.5;0.51;0.31;0;0;0;0;0;0;0
9.01.2024;0;0;;0;0;0;0;0;0;0;0.35;1.35;4.85;7.55;9.11;6.82;4.53;6.21;1.78;0.12;0;0;0;0;0;0;0
10.01.2024;0;0;;0;0;0;0;0;0;0;0.35;1.35;4.85;7.55;9.11;6.82;4.53;6.21;1.78;0.12;0;0;0;0;0;0;0
11.01.2024;0;0;;0;0;0;0;0;0;0;0.46;0.01;0.08;0.39;0.85;1.35;0.55;0.25;0.13;0;0;0;0;0;0;0;0
12.01.2024;0;0;;0;0;0;0;0;0;0;0.17;0.88;1.6;2.43;2.74;4.02;2.43;1.21;1.44;0.14;0;0;0;0;0;0;0
13.01.2024;0;0;;0;0;0;0;0;0;0;0.41;3.27;8.32;9.37;9.35;4.75;1.56;1.47;0.73;0.1;0;0;0;0;0;0;0
14.01.2024;0;0;;0;0;0;0;0;0;0;1.02;5.56;8.91;9.85;9.85;9.86;9.74;8.15;4.57;0.58;0;0;0;0;0;0;0
15.01.2024;0;0;;0;0;0;0;0;0;0;1.02;5.51;8.21;9.24;9.68;9.54;7.23;6.42;3.95;0.07;0;0;0;0;0;0;0
16.01.2024;0;0;;0;0;0;0;0;0;0;0.14;0.57;0.63;1.4;1.71;1.06;0.81;0.72;1;0.25;0;0;0;0;0;0;0
17.01.2024;0;0;;0;0;0;0;0;0;0;0.17;1.25;2.76;4.68;3.42;2.57;2.6;1.49;0.36;0.07;0;0;0;0;0;0;0
18.01.2024;0;0;;0;0;0;0;0;0;0;1;5.45;7.92;8.95;9.74;9.07;8.18;3.53;2.69;0.21;0;0;0;0;0;0;0
19.01.2024;0;0;;0;0;0;0;0;0;0;0.37;2.03;3.35;5.66;2.73;2.66;2.82;2.83;1.98;0.24;0;0;0;0;0;0;0
20.01.2024;0;0;;0;0;0;0;0;0;0;1;5.02;7.92;9.05;9.53;8.61;5.67;2.74;1.04;0.12;0;0;0;0;0;0;0
21.01.2024;0;0;;0;0;0;0;0;0;0;0.05;0.14;0.4;0.72;1.45;1.58;1.68;1.12;0.43;0.05;0;0;0;0;0;0;0
22.01.2024;0;0;;0;0;0;0;0;0;0;0.08;0.32;0.66;1.3;0.92;0.72;0.9;0.9;0.43;0.08;0;0;0;0;0;0;0
23.01.2024;0;0;;0;0;0;0;0;0;0;0.02;0.33;0.71;0.94;1.09;1.11;0.98;0.67;0.31;0.07;0;0;0;0;0;0;0
24.01.2024;0;0;;0;0;0;0;0;0;0.37;0.37;3.57;5.73;6.66;9.79;9.89;9.34;5.51;5.42;0.34;0;0;0;0;0;0;0
25.01.2024;0;0;;0;0;0;0;0;0;0;1.19;5.57;8.95;9.87;7.31;4.01;2.55;1.55;0.75;0.19;0;0;0;0;0;0;0
26.01.2024;0;0;;0;0;0;0;0;0;0;0.14;0.41;0.6;0.57;0.42;0.36;0.3;0.22;0.14;0.02;0;0;0;0;0;0;0
